artist,text
krawczyk,"Niech sie dowie cały świat: jestem zakochana! Cygan mój całował mnie do białego rana. Cygan mój całował mnie do białego rana. Dam dari dari daj dari daj daj dari dari dari dari dari daj, Cygan mój całował mnie do białego rana. Cygan mój całował mnie do białego rana."
kaczmarski,Pacia bawi się od rana Krąży jak pszczółeczka Przekonuje tatę mama Że to prawo dziecka
krawczyk,Już za progiem czeka noc Za oknami gwiżdże wiatr Tę melodię dobrze znasz Usypiała Cię nie raz
krawczyk,Moja twarz się rozmywa w lustrze wody Moich słów wymowę tłumi ból Echo gdzieś wygłusza moje kroki I bezimienny budzę się ze snu
krawczyk,"Mówią do pasterzy Którzy trzód swych strzegli Aby do Betlejem Czym prędzej pobiegli Bo się narodził Zbawiciel | Wszego świata Odkupiciel | Gloria, gloria, gloria | In excelsis Deo |"
kaczmarski,Czterołapy żarty przyjmuje z powagą - Kamień żartem ciśnięty w fale daje nura A on się rzuca bez wahania w pogoń Bo kaczkę wyłowić każe instynkt i tresura.
krawczyk,Pora zamknąć włazy Strząsnąć ziemski kurz Zanim nasza trójka W drogę ruszy już
krawczyk,Cisza wokół mnie Wciąż taka sama I na próżno chcę Swój los okłamać.
kaczmarski,- Jesteś w raju  Jesteś w raju  Żaden tłum nie dotarł nigdy na twój szczyt  Jesteś w raju  Jesteś w raju  Gdzie spokojny słyszysz krwi i myśli rytm...
kaczmarski,Bo przecież to bezsilny śmiech Z bezsilnych kategorii... Szkielet mordercy Mengele: Kręgosłup historii.
kaczmarski,"Wybacz tym, którzy ćwiartować Cię pragną - Jeśliś uczciwy, dziwić się nie możesz: Chciałeś ich karki do swej woli nagiąć Choć w zbożnym celu - być może."
krawczyk,"Odtańcz mnie do ślubu aż Tańcz mnie tańcz mnie tańcz Tańcz mnie bardzo delikatnie Długo, jak się da Bądźmy ponad tą miłością Pod nią bądźmy też Tańcz mnie po miłości kres"
krawczyk,"wyjedźmy gdzieś,  porywam Cię  zostawmy wszystko tak jak jest,  bądź zakładniczką."
kaczmarski,"Tyrają biedne chudziasy, Gdy w totka grają grubasy Bimbają sobie bimbasy Szczęśliwe po wieczne czasy! Ojojoj szczęśliwe po wieczne czasy!"
krawczyk,"Ocierasz z czoła trudu ślad, W milczeniu wolisz trwać I wielki nudzi cię świat - - Nie chcesz go znać!"
kaczmarski,"Śmiać się będą z nich współcześni, A potomni może - kląć. Lecz przetrwają w mrocznej pieśni, Warto po to w wieczność brnąć. Może nawet i pociecze Płyn, na który ceny brak; Może wieczne średniowiecze Wreszcie kiedyś trafi szlag."
kaczmarski,"Już ""Człowiek z marmuru"", ""Kordian"" ani ""Dziady"" Nie wskażą nikomu drogi w labiryntach. Echu się odbija ""Marsz Pierwszej Brygady"", ""Kompleks polski"" przekąską do przechyłu z gwinta. Jakby zakaz nawozem był życia i sztuki (Tej łatwej teorii są liczne przykłady): Carom zawdzięczamy narodowe święta, Komunistom - wiedzę o nich samych, póki Sołżenicyn, patrząc w Vermoncie na buki Udziela za darmo wolnemu światu rady."
kaczmarski,"Kiama - skała, co ocean wchłania I w swoim wnętrzu jego fale łamie, Dusi ich siłę czerpaną z przestrzeni I w górę krtanią z granitu wypluwa. Tak oddech morza ku niebu wytryska W oczach turystów radych ze zjawiska."
kaczmarski,"Lud wszystko zna - jałmużnę, post i chłostę I w wasze oczy spojrzy bez zmrużenia. A nikt nie mierzy latarń ludzkim wzrostem, Na szafotach rosną krzyże przebaczenia."
kaczmarski,Bo mamy w pociąg bawić się Pani nas ciągnie tam i tu I chyba sama nie wie gdzie Powtarza tylko: czu-czu-czu...
kaczmarski,Malutkie słońce i księżyc perłowy Krążą po niebie świata stron wyzbytym Za sprawą bezsensownego fortelu Razem ciśnięte w zieleń i błękity.
kaczmarski,(wg II i III części trylogii A. Dumasa ojca)
kaczmarski,"Dobrze, dobrze - wszędzie i zawsze, Tak żyć, jak chcą bogi łaskawsze Od zwycięskich bogów niewoli - Tylko myśleć - słuchać i patrzyć I Żadnego myślnika nie zatrzeć W kalendarzu tego, co boli."
kaczmarski,"Gdy mówił, wzrok miał jak gracz przy ruletce, Co wolno mu stawiać, na co chce - za dwóch. Jednego tylko nie powie - Ja nie chcę! Gdy krupier, kręcąc kołem, puszcza kulę w ruch!"
kaczmarski,"Dlatego - mimo druty, wieże i strażnice Tam chcemy dotrzeć, gdzie nam dotrzeć zabroniono; Bezużyteczne, śmieszne posiąść tajemnice Byleby jeszcze raz gorączką tąsknot płonąć Nim podmuch jakiś strzepnie chwiejne potylice"
kaczmarski,"Czasem, jak pomylony Pędzi za którąś z suczek - Ja miałem już dwie żony I starczy nam nauczek. Więc go do wody - buch! Wrzucam wśród fal rozprysków, Wprawiamy łapy w ruch I radość bije z pysków. Potem w słonecznym śnie Sierść nam paruje słono, Więc otrząsamy się Od nosów do ogonów."
kaczmarski,"Jeśli kochasz swoją budę, To pokochaj łańcuch swój! Śmierdzi gnojem twój ogródek? - Przecież to twój własny gnój!"
kaczmarski,"Kadr za kadrem: miłosne oliwienie broni. Jedwabista lufa tuli się do dłoni. - Ty z kamerą, ja z gnatem. Wojna jest dla żywych. Dopiero na wojnie człowiek jest szczęśliwy. Lekarz, muzykolog, chłop i nauczyciel: ""Zginąć za ojczyznę - to dopiero życie!"" Pozują do ujęć oddziałem-rodziną; Trupy obojętnym nurtem rzeki płyną."
krawczyk,"Komu Wembley znów się marzy, Mecze z tamtych dni, Ten potrafi znów uwierzyć W wielki zryw."
kaczmarski,"Upływ lat przerzedził nieco włos, Dłuższy pasek mam i niższy głos. Tak to z akompaniatorem - Za wszechstronność i pokorę Blaskiem czoło mi nagrodził los. Więcej już nie będę cedził słów Jutro do klawiszy siąść mam znów. Dodam, że wyczuwam dumę Kiedy wyjdę przed instrument By mnie mógł rozpoznać ten i ów."
kaczmarski,"Nie wyznaczaj sobie zadań. Kto się nie wspiął  - ten nie spada,  A kto pragnie być na szczycie - Będzie spadał całe życie.  Nie stać cię na luksus troski,  Jesteś wszakże dziełem boskim,  No, a Boga przecież nie ma,  Więc to tyle na ten temat."
kaczmarski,Byłem w wielkim lesie odciętym od świata Byłem w dzikim kraju gdzie brat zdradzał brata Zwiedzałem pustynię a na niej tłum ludzi Co swoją pozorną potęgą się łudził I jest ciężko ciężko ciężko ciężko Ciężki deszcz spadnie wkrótce na ziemię
kaczmarski,"Kary nie będzie dla przeciętnych drani,    I lud ofiary złoży nadaremnie.    Morderców będą grzebać z honorami    Na bruku ulic nędza się wylęgnie.       Pomimo wszystko świat trwać będzie nadal -    W Słońce i Kłamstwo wierzą ludzie prości.    Niedostrzegalna szerzy się zagłada,    A wszystkie ręce aż lśnią od czystości.       Handel, jakich nie było, z chciwością się zmaga,    Na gorycz popytu, na zdradę cen nie ma.    Uczynków złych i dobrych kołysze się waga    Z pełnymi krwi szalami obiema.       Nieistniejące w milczeniu narasta,    Aż prezydenci i gwiazd korce bledną,    Coś się na pewno wydarzy - to jasne,    Ale nam wtedy będzie wszystko jedno"
kaczmarski,Dokąd teraz pójdę kiedy nie istnieją już narody  Zapomniany przez anioły porzucony w środku drogi  Nie ma w kogo wierzyć nie ma kochać nienawidzić kogo  I nie dbają o mnie światy martwy zmierzch nad moją drogą  Gdzie mój ongiś raj  Chcę wrócić tam  Jak najprościej
kaczmarski,"Tak jest zawsze, bez wyjątku, było tak i będzie tak, Choćby wszystkich to gniewało czy śmieszyło. My bez końca na początku, z dwojga złego lepiej wszak Mieć przed sobą wszystko - co by to nie było! Bo my - ludzie, zwykli ludzie - chcemy przecież tylko żyć Po wybranej dobrowolnie - przez nas - stronie! Zamiast wszystko mieć za sobą i przed sobą nie mieć nic... Prócz pewności, że to już naprawdę - koniec."
krawczyk,"Lecz braknie mi sił więc wracam od drzwi tak bardzo mi ciebie brakuje i kręci się łza,że jeszcze to trwa a jednak mi ciebie brakuje"
kaczmarski,"(Jest w tym ""coś ty"" zrozumienie Smaku, co zasycha w ustach, Pobłażliwość, smutku mgnienie I nieprzenikalność lustra)."
kaczmarski,"Z tej świetlistości wysnuwasz opowieść Słodką, soczystą i cierpką - jak człowiek, Gęstą od tęsknot, cudów i koszmarów; Ale jej końca nigdy się nie dowiem, Bowiem zawieszasz na jednym ją słowie, W którym zaklęte szukanie jest - czaru. - Mów dalej - błagam, wstrzymany wędrowiec, Pan Twego losu i więzień Twych powiek, Nad życie, zdrowie Spragniony Twych darów..."
kaczmarski,"Nastała historyczna zmiana ról, Niech na mnie nikt nie dybie; Na dziś i jutro tylko - z chłopa król, Odejdę, jeśli chybię."
kaczmarski,"Bogactwo zła, którego byłem świadom Było mi w życiu - tylko za ostrogę. Cierpieniem cudzym żyłem i zagładą, Gdy cierpieć, ani ginąć sam - nie mogłem. Stworzyłem świat - na podobieństwo Świata Uznawszy, że na wszystko mam odpowiedź, Lecz nie wyjąłem misy z rąk Piłata I nie uniknął swojej męki - Człowiek."
kaczmarski,"Raz odkryte - krzyczą zatęchłymi usty, Lecą sobie przez ręce wypróchniałe w środku W rów, co nigdy więcej nie będzie już pusty - Ale nie ma krzyży. To nie groby przodków."
krawczyk,Odnalazłem coś Dla czego warto żyć Pośród śnieżnych zasp Ktoś serce ukradł mi Skruszył zimny lód I rozpalił żar do dna
krawczyk,"Choć to bajka, lecz nie bajka Co się przyśni, to się zdarzy I wystarczy zamknąć oczy Żeby widzieć, słyszeć, marzyć Żeby marzyć..."
kaczmarski,Pompeja! Pompeja! U boku gladiatora hetera szczęście śni! Tak para naszych czasów ślub zawiera Na jedną noc i na niepewne dni
kaczmarski,"A wszystko warczy, pieni się i pryska, Lecz najmniejszego nie zamoczy listka."
kaczmarski,Pijemy zdrowie twe Bo łatwo mówić że Ułoży wszystko się I już nie będzie źle
kaczmarski,"I pomalował Pedro kopyta konia swego I ruń rozerwał świeżą pod wieżą damy swej, Ale nie drgnęły szybki koloru błękitnego Nie krzyknął nikt: ""Mym mężem być Don Pedro zaszczyt miej!"""
krawczyk,Tobie mamo za skrywany smutek i żal; Tobie mamo za Twój uśmiech poprzez łzy; Tobie mamo tak jak dawniej z dziecinnych rąk bukiet kwiatów z polnych łąk... bukiet kwiatów polnych łąk...
krawczyk,"Lecz choć przyjdą nowe dni, Choć się przyśnią inne sny, Nie zastąpi ciebie nikt, Zawsze będziesz tylko ty!"
kaczmarski,"Własne pędy, własne liście, Zapuszczamy - każdy sobie I korzenie oczywiście Na wygnaniu, w kraju, w grobie, W dół, na boki, wzwyż ku słońcu, Na stracenie, w prawo - w lewo... Kto pamięta, że to w końcu Jedno i - to samo drzewo..."
krawczyk,"Serce jej rytmem wciąż bije wtedy gdy dobrze, gdy źle dla niej nadzieją wciąż żyję i w niej przed złem chowam się,  i w niej przed złem chowam się."
kaczmarski,"Jedna jest istota prawdziwie bezbronna. Przez busz się przedziera, chrapliwie złorzeczy, Naga - o każdą się gałąź kaleczy Na dwóch słabych nogach i nieopierzona. Lecz idzie uparta, naga i złowroga, Tym bardziej zawzięta im bardziej zmęczona. Wiem że ona jedna może mnie pokonać, Ale na szczęście bierze mnie za boga."
kaczmarski,"Zesłani! Zesłani!  Naznaczeni, potępieni i sprzedani! Co robicie w piekła sztolniach  Brodząc w błocie, depcąc lód! Czy śmierć daje ludzi wolnych  Znów pod knut!?"
krawczyk,W oczach pełnych łez w pustce ziemi złej znajdź wiary ślad że jest lepszy świat
kaczmarski,Pozorem wieczny koron chór Wzrosłych na próchnie własnych ras - Bo śmiercią swą lśni nocą bór Gdzie raz Rósł młody las.
krawczyk,"Jak przeżyć wszystko jeszcze raz,  Gdy w każdym z nas żal straconych szans.  Jak przeżyć wszystko jeszcze raz,  Jak ocalić ginący ,szybko ginący ,tak szybko ginący czas."
kaczmarski,Będą nas poić dzikie kobiety o bezwzględnych ciałach Śmiejąc się z naszych mdłości strachu zaklinania Pijani będziemy krzyczeć kładąc dłonie pod pałki bijących w bębny Lecz powiedzmy złoty ząb zatrze w ich pamięci największe kazania
kaczmarski,"Rzecki umiera weteranem, Wokulski znika pod ruiną."
kaczmarski,"Myśli brat, że bezpieczny, skoro schronił się w las, Lecz go ściga nie bóg! Ściga człowiek! Śmigieł świst nad głowami, grad pocisków i wrzask, Co wyrywa źrenice spod powiek! Strzelców twarze pijane w drzew koronach znad luf, Wrzący deszcz wystrzelonych ładunków! To już nie polowanie, nie obława, nie łów! To planowe niszczenie gatunku!"
kaczmarski,"Za to Magda jest w Madrycie I wychodzi za Hiszpana, Maciek w grudniu stracił życie, Gdy chodzili po mieszkaniach, Janusz, ten, co zawiść budził, Że go każda fala niesie, Jest chirurgiem, leczy ludzi, Ale brat mu się powiesił,"
kaczmarski,"Że młodość w życiu się nie rozmyje, Życie nie będzie tylko więdnięciem, Że umrze pięknie - co pięknie żyje I że po śmierci przetrwa w pamięci? - Że można jasno dostrzec w ciemności Co złe - co dobre, co pył - co diament; Odrzucić pierwsze, drugie ugościć W sercu, gdzie włada ład - a nie zamęt?"
kaczmarski,Nie chodzi po ziemi współżyje z duchami Ich mowę na wylot zna przecież I cóż że ogląda się wciąż za trunkami Alkohol nie szkodzi poecie
krawczyk,"Gdy na uśmiech i nadzieję starczy sił - W kalendarzu jest tak wiele dat, A każda z nich wciąż nabija rytm Niespokojny tak jak ty."
kaczmarski,"Łotr umarł tak jak żył: Nóż wciąż mu w karku tkwił, Gdy do bram nieba stukał. Otworzył święty Piotr – Ty przecież jesteś łotr, Więc czego tutaj szukasz?"
kaczmarski,Można pod ziemię słać miliony Żeby na ziemi było czysto Lecz z jaką liczbą uziemionych Zbrodniarz się staje humanistą?
krawczyk,"Pół życia już przeszło, a wciąż jest młody  nasz stary rock and roll! O, yea!!!"
kaczmarski,"Poza mową mą ojczystą, Niedaleko i nie blisko Za walutę za to - Rządzę z cienia Norwegami, Góralami i Drwalami Ja - akompaniator."
kaczmarski,"A znów ten Biały jak robaki Powiedział, że mam dobrą krew I śmiał się, więc zaczęłam płakać A płacz zamienił mi się w śmiech"
krawczyk,"Zagraj nam piękny Cyganie, zagraj nam piosnkę sprzed lat, zagraj nam pieśń o miłości, /2x może ostatni już raz /2x"
kaczmarski,Potem w półmroku zległa dolina W oczekiwaniu księżyca. I resztki światła ze szklanic wina Błyskały w naszych źrenicach.
krawczyk,"No a ja w śródmiejski wejdę tłum Jedna łza nie piecze tak jak sól Sam przejrzę stertę zdjęć Przypomnę sobie miejsca, dni Z zadumą lekką spojrzę wstecz Otworzę szerzej drzwi"
kaczmarski,"Nie miejcie więc do Trójcy żalu, Wyrok historii za nią stał Opracowany w każdym calu - Każdy z nich chronił, co już miał. Mógł mylić się zwiedziony chwilą - Nie był Polakiem ani Bałtem... Tylko ofiary się nie mylą! I tak rozumieć trzeba Jałtę!"
kaczmarski,"Nieźle sobie teraz żyję, syt sukcesu i potęgi I przed sobą już nie kryję Satysfakcji z losu. Święty nie je i nie pije, Święty czyta Święte Księgi, Święty nawet nóg nie myje By nie znać rozkoszy. Więc nie włożę aureoli, Lecz mnie za to nic nie boli. Trudno przykład brać ze Świętych, Gdy wokoło Świętych braknie. Więc się łaknie, czego łaknie Bóg przeciętnych!"
krawczyk,"Piękna pani, nie bądź na mnie zła, piękna pani, chcę ci serce dać, piękna pani, dziś nie zabieraj nadziei mi, niech się w sercu jeszcze tli - wowrrrrrr..."
kaczmarski,Tam stali oni tam stali oni tam stali oni i stał on Skrzydła im ścierpły w długiej niewoli A wokół skroni a wokół skroni Nie mają już aureoli Nie mają już aureoli Nie mają już aureoli
krawczyk,chciałem dać coś dobrego  dałem tylko siebie  los okrutnie ze mnie drwił  gorzkich nauk nie oszczędził mi
kaczmarski,Ci przywiązani dymem materaców Przepowiadają życia swego słowa Nam pod nogami żarzą się posadzki Deszcz iskier czerwonych osiada na głowach
kaczmarski,"Ludziom dajesz mniej jeszcze I proroctwa złowieszcze Po folwarku całym z dawna krążą z ust do ust – Trzeba nam dziś dialogu, Słowa miłego Bogu, Co powstrzyma niechrześcijański gniew chrześcijańskich dusz."
kaczmarski,Znajdzie się siła na każdą siłę Na każda wściekłość - wściekłość Przyjdzie nienawiść na każdą miłość Na każde niebo - piekło Na objawienie - będzie ślepota A na głuchotę - dzwon Na każdą wierność - zapach złota Na każde życie - zgon.
kaczmarski,"I nie walczę już z burzą, ni z czasu upiorem - Walczę już tylko z własnym gwiazdozbiorem."
kaczmarski,"Ale nie wszędzie przegrał z kretesem; Są miejsca, gdzie się na czoło wybił. Wielką zapewne ma w tym pociechę: Wygrał w Mongolii i wygrał w Libii."
kaczmarski,Napełnij szklankę mi Ostatni nalej raz Napełnij szklankę mi I idę bo już czas Nie płaczę zostaw mnie Rozjaśnia wszystko się Napełnij szklankę mi Napełnij szklankę mi
krawczyk,"Przy Tobie zbudzę się ze snu,  Bo Ty pogody masz za dwóch.  Gdy mi sie uda Ciebie znaleźć już, Zrozumiemy się bez słów."
kaczmarski,"Tam twoje miejsce - powtarzał z naciskiem, Tobie na pewno nie będzie tam źle. Tam nawet przegrać można z dobrym zyskiem. U nas wszystko wolno! Byle wiedzieć gdzie!"
krawczyk,(Na na na na na na) (x3) (Na na na na) (Na na na na na na)
krawczyk,"Zanim ruszysz jednak dalej Na komputer jeszcze spójrz Tam monitor się rozjaśnia Więc bądź gotów już (gotów bądź)! Zanim ruszysz jednak dalej Na komputer jeszcze spójrz Tam monitor się rozjaśnia Więc bądź gotów, gotów bądź Gotów bądź, gotów bądź (gotów bądź)!"
kaczmarski,"Słuszna trwoga i pokora: Niewiadoma śmierci pora! Niewiadome i wyroki – Kto w płomienie, kto w obłoki?"
krawczyk,Czarcią strawę jadłem Byłem strasznie smutnym diabłem Przez urocze dwa warkocze jasnoblond
krawczyk,"2. Człowiek w cierpieniu gubi się,  Bólem zmęczony chce wciąż życ,  boi się nocy patrzy dnia  czeka jasności by z nią trwać by, z nią trwać"
krawczyk,"Zadzwoniłem w środku lata Choć minęły już dwa lata Ty nadal nie odzywasz się... (Niedobra ty) Dziś ten list ci napisałem Lato zbliża się, więc chciałem Powtórzyć tobie jeszcze raz... (oh yeah) To co wtedy:"
krawczyk,"Świat cieszy się, Pan przyszedł tu I każdy śpiewać chce  Bo każdy wie, że kochać czas  Bo Święta wreszcie są, bo Święta wreszcie są  Bo Święta wreszcie, wreszcie są"
kaczmarski,"Czym żeśmy, marni, zasłużyli na to? Ten, co zawisnąć miał za kradzież płaszcza - Płakał nad swoją niechybną zatratą; Nie widział Ciebie w robaczywych masztach Statku, co tylko był więzieniem nowym; Tej co kupczyła ciałami swych dziatek - Ani przez mgnienie nie przyszło do głowy, Że to nadziei - nie rozpaczy statek."
kaczmarski,Za lojalność i pokorę I za łask minioną porę Za niewiarę w świat za progiem który jest
kaczmarski,"Czoło mi stary garnek studzi, Niesie wierzchowiec sparszywiały, Lecz niesie godnie."
krawczyk,"Licz na siebie, nie licz na gest, Loterią wielką życie jest - - Bierz je jak leci, zanim się rozpłynie, Zanim wszystkie ślady zmyje deszcz."
krawczyk,"Tylko ja nie będę już taki sam Może nikt nie pozna, że siebie gram Nic się nie zawali, nie spali nic Zostanie tak, jak miało być"
kaczmarski,Baw się teraz ile wlezie Pij i rzygaj póki sił Żebyś potem mógł powiedzieć Ale sobie człowiek żył Co mi tam czerwone wino I w bażancie śrut Byli kumple i dziewczyna Było wódy w bród
kaczmarski,"Którzy myśleli, że się Go oszuka Ani spostrzegli, a już oszukani. Nie raczył nawet do ich drzwi zapukać Żeby uściskać dłonie z kajdankami."
kaczmarski,"Społeczeństwo obok biegnie,   A dziad siedzi, czyta neon.   Każdy chętnie się pociesza,   Że ten dziad to jeszcze nie on."
krawczyk,"Bogu bądź cześć i chwała która by nie ustała jak Ojcu, tak i jego Synowi i Świętemu Duchowi w Trójcy jedynemu"
kaczmarski,"Położymy płasko uszy, Pysk na kłódkę, ogon w ruch. Skowyt niech się tłucze w duszy, Kasza niech napełnia brzuch."
kaczmarski,Ach gdyby ludzie się dzielili Na wiernych i niewiernych Myślałem w tej jedynej chwili Gdy starły się galery A Turków wrzask i nasze krzyże Dym nad zieloną falą Zepchnęły moje myśli niżej Związały dłoń ze stalą
kaczmarski,"W nagłej ciszy myśląc, jaka by piosenka Pasowała, żeby ten zakończyć pic Zrozumiałem że już żadnej nie pamiętam I że nie mam im do powiedzenia nic"
krawczyk,"W samotnych dłoniach pożółkłe liście jak nostalgii ślad  I babie lato ponad głową płynie, gdy zawieje wiatr.  Już jesień wokół trwa, już najwyższa pora,  Już nadzieję zapomnienia kryje mgła."
kaczmarski,"Rzutki Stolz to człek światowy i sprężyna czynu - Przystrzyżone bokobrody, woskowany wąs; Zna go Paryż, Sankt-Petersburg, jeździ do Londynu, Kowal losu, który posiadł salonowy pląs.   Zawsze w ruchu! Z miejsca w miejsce gna, co koń wyskoczy!   Świat umyka mu spod stóp, jak śnieg spod śmigłych sań.   W każdym przejrzy się zwierciadle - zręczny i uroczy -   W politurze gabinetów, w lśniących oczach pań...     A Obłomow na kanapie     Rozproszone myśli łapie,     A jak złapie - to zapłacze,     A to znaczy, że coś znaczą...     Cóż, że znaczą, skoro giną     Za rozstajem, za równiną     W blasku, co źrenice drażni...     Może by tak pójść do łaźni?        Może szkoda na to czasu?        - Zachar, miłyj! Nalej kwasu!"
krawczyk,"Jeszcze zakochani Jeszcze tacy sami My, gdzie spojrzeć - my W jasnych oknach lata W piątych stronach świata My, gdzie spojrzeć - my"
krawczyk,Co się stało? Gdzie ten supermen? Co się stało? - - Nie oszukuj się!:
krawczyk,życie umie nas zaskoczyć  akwarelą samych jasnych dni
krawczyk,Nauczyła dobrych słów Pozwoliła wierzyć znów Moja upragniona Moja wymarzona Miłość
krawczyk,"Przypłynęłaś tu wraz z rzeką zadyszanych aut Potem sama w drzwiach przekręciłaś klucz Popatrz, włosy rozrzucone, cień na ziemię padł Z powitań moich tu przychodzisz"
krawczyk,"Zaleje w końcu Buenos Aires  Noc tak gęsta jak atrament  A gdy przyjdzie brzask  Co było w naszych sercach kiedyś,  Kiedyś jak świecący diament  Cały straci blask  I choć będą znowu grali  Bóg to jeden wie  Nigdy razem na tej sali  Nie spotkamy się"
krawczyk,"Pójdźmy też i my, pójdźmy też i my Przywitać Jezusa Króla nad królami, Króla nad królami Uwielbić Jezusa"
krawczyk,"To, mój synu, jest także komputer Jeśli teraz go włączysz Możesz siedzieć spokojnie On we wszystkim wyręczy cię W dali widać ogromne lotnisko Zaraz lot nasz się skończy Patrz - samolot bez trudu Sam, bezpiecznie, zakończył rejs"
krawczyk,"Oto jest wspomnień mała garść... Zapytaj,ile jesteś wart...? Niech prowadzą w miejsca te, gdzie Ci dobrze było...i gdzie źle... Niech prowadzą Ciebie teraz w miejsca te..."
kaczmarski,"Ludzie ciężko harują, Ekonomi katują, Żony złe i dzieci głodne, ma cierpliwość kres: My żądamy kontroli Nad tym, co kto partoli, Co kto ile z czego ma i co tracone jest."
krawczyk,nie pragnę niczego więcej  wystarczy Twój dotyk  i miłość w powietrzu
krawczyk,"Koncert dnia jak przedwieczorny blues Radio gra, opada z słońca kurz Poczekaj, nie spiesz się Gazetę kupię, zapnę płaszcz Zdążymy na ostatni rejs W poduszkę wtulisz twarz"
kaczmarski,"Odkrywam wszechświat przez rzęs Twych kurtyny Przez siedmiu niebios przejrzyste muśliny I Tobą słyszę lasy i ogrody, Ptaki, zwierzęta, wichrowe równiny. Tobą woń wdycham piżma i cytryny Tobą smakuję orzechy i miody Tobą zanurzam się w chłodne głębiny Gdzie nie ma bólu, obawy ni winy - W ciche krainy Świetlistej pogody."
kaczmarski,"Nad skutkiem pieśni niech zaszumią traw grzywacze, Wśród których błyska już bez rękawiczki - dłoń. Dość, że się długo niosła z wiatrem w dal przeznaczeń Paryskich perfum i rubachy Ditka woń.   Nie potępiajcie zbyt pochopnie płochej Doni,   To z obcych nauk wszak wynikło całe zło!   Z zachodnich mędrków żaden jej nie uświadomił,   Że imię Ditko znaczy Diabeł - tylko to!     Nie żałowała tej niewiedzy - ot, ironia!     Wdychając Ditki woń siarczystą jak amoniak     Princessa Donia..."
krawczyk,Czy ty jeszcze pamiętasz Tę dziewczynę sprzed lat Która szła uśmiechnięta Poprzez dziwny ten świat W życie szła z tą melodią Z tą piosenką bez słów Którą struny się modlą By wysłuchał ich Bóg
kaczmarski,"W moim mieszkaniu pusty pokój, Na stole fajka, wazon bzu, Szyby nie myte, jak co roku I życiu już zabrakło tchu. Dziewczę się me do mamy tuli I rzewne za mną leje łzy, Do tego trzeba jej cebuli Bo zbyt wesołe miewa sny."
kaczmarski,"Wierność skrzywdzonym, która nie przebacza Ale potrafi współczuć i rozumieć Przyjmie służbę w sztabach prokonsulów"
krawczyk,"Wieczorem znów jak paw Nastroszysz dumnie brwi, Fantazja wznieci pożar krwi!"
kaczmarski,"Kogo wśród swoich bliźnich nienawidzić Uszlachetniając podłość przez nienawiść, Gdy się nienawiść brzydzi tym, co widzi I w bezsilności - nudzi, a nie dławi."
kaczmarski,Nie palę kadzideł i ofiar nie składam Gdy słyszę krzyk mężczyzn walczących Gdy Parys powraca nie daję mu siebie I patrzę jak ciężko usypia Im tarcze i zbroje przyrosły do ciał Krzyk w gardłach zamieszkał na stałe Po nocach Bogowie im śnią się nie ja Bo od nich zależy los wojny
kaczmarski,"Nagle widzę, żem w raju po lodowej podróży, A on - Bóg mój, którego czciłem wam wszak na złość! Mam więc Boga takiego, na jakiegom zasłużył, A tam trup mój, biedaczek, zmarzł już całkiem na kość."
krawczyk,Teraz wam opowiemy O urodzie naszej ziemi Kiedy bór się zieleni A na liściach cicho gra wiatr
kaczmarski,"Jak ruinę się ocala - Wierzy każdy z nich, że wie, Może oprócz Percevala, Który znaleźć Graala chce. Ciąży na nich ciemny zaciek: Wierność cieniom zgubnych złud, A tu - ze sztandarów - gacie Szyje umęczony lud."
kaczmarski,"Kopnął źle, wszedł do rezerwy, Ale nawet z ławki - kopie, Nie zawiodą Julka nerwy W Zjednoczonej Europie... Ela żyje nawet nieźle, Co rok jeździ do Nepalu, Przekazuje, co przywiezie, Przetrwa z tego, co odpalą."
krawczyk,To dzisiaj właśnie w tobie i we mnie Serca topnieją jak wosk Jak w pięknej baśni z tobą codziennie Pogodniej uśmiecha się świat A ty radość mi niesiesz co dnia
kaczmarski,"Uczony - myślą przeniknął pustynię I skarb ukryty w głębi ujrzał jasno, Lecz skarbu tego strzegły trzy świątynie, Których wzrok mędrca nawet nie zadrasnął"
kaczmarski,Mówiono teraz: I widzicie sami Jakie są skutki żartów z żywiołami.
kaczmarski,"A świat ten, wszyscy wiedzą, Nie dla rozkoszy stworzon - Bo jest wieczności miedzą, Uprzężą i obrożą.   Kieratem i wędzidłem,   Nieodkupioną męką -   Wiedz o tym, gdy w malignie   Po rozkosz sięgniesz ręką."
kaczmarski,"Ciśnie się do światła niby warstwy skóry, tłok patrzących twarzy spod ruszonej darni Spoglądają jedna zza drugiej do góry ale nie ma ruin, to nie gród wymarły."
kaczmarski,"Królestwo moje jest czy tak, czy siak, Zakwitnie mi dziedzina. A jeśli przez was pójdzie coś nie tak - To już nie moja wina."
kaczmarski,"Wreszcie mężczyzn miała potąd już - a przeto Rusza w tango z własną płcią - wbrew katechetom; Ale Wielkopolski chwała Nazbyt wiele wymagała Żeby Panna ""S"" umiała żyć z kobietą."
kaczmarski,Tyle scena... a morał? Pointa? Że Malarstwo - Historii jest lustrem? Że zdobyta raz wolność jest święta? Spójrz na płótno malarza. Puste.
krawczyk,"4.Gdy nadchodzi dzień grudniowy Fa-la-la-la-la, la-la-la-la Wtedy wyżej wznieśmy głowy Fa-la-la-la-la, la-la-la-la I niech każdy się raduje Fa-la-la, la-la-la, la-la-la Pierwszej gwiazdki wypatruje Fa-la-la-la-la, la-la-la-la"
